,CodCons,NomCons,CodCta
6514,275823,CONSORCIO CHIKY,275823
6515,275826,CONSORCIO INGENIERIA VIAL,275826
6516,275830,CONSORCIO TRANSDAR ,275830
6517,275847,JOEL EDUARDO VILCHERREZ ATO Y ROSA AURORA CORDOVA DE TIMANA,275847
6518,275861,CONSORCIO CCAPI,275861
6519,275864,CONSORCIO SAN MIGUEL,275864
6520,275874,CONSORCIO SALUD TAMBO,275874
6521,275906,CONSORCIO LAS AMERICAS,275906
6522,275920,CONSORCIO SYM,275920
6523,275923,CONSORCIO AQP,275923
6524,275935,CONSORCIO INTEGRADO POR INVERSIONES Y DISTRIBUCIONES  EL  AMAZONENCE SCRL y EJECUTORA CONSTRUCTORA Y SERVICIOS MULTIPLES EL CENEPA EIRL,275935
6525,275946,CONSORCIO SAN SANTIAGO,275946
6526,275948,CONSORCIO SUPERVISOR SHATOJA,275948
6527,275963,CONSORCIO MAGDALENA,275963
6528,275964,CONSORCIO CONSTRUCTOR ACHINAMIZA,275964
6529,275993,CONSORCIO DEL NORTE,275993
6530,276003,CONSORCIO SUPERVISOR  ATHLANTIS ,276003
6531,276015,CONSORCIO J & J EMPRESARIAL,276015
6532,276016,CONSORCIO CAJA ESPIRITU,276016
6533,276019,CONSORCIO TABLAZO,276019
6534,276020,CONSORCIO SUPERVISOR RICARDO PALMA,276020
6535,276031,CONSORCIO ALEXID,276031
6536,276039,CONSORCIO MISHKI,276039
6537,276040,CONSORCIO SUPERVISOR T&C,276040
6538,276041,CONSORCIO SANTA ISABEL,276041
6539,276042,CORPORACIÓN CIENTÍFICA SRL,276042
6540,276043,CONSORCIO PIURA RENACE,276043
6541,276046,CONSORCIO MARCASEQUIA,276046
6542,276050,CONSORCIO LA UNION,276050
6543,276052,CONSORCIO SEGURIDAD,276052
6544,276062,CONSORCIO LOCUTO,276062
6545,276064,CONSORCIO SUYKUTAMBO,276064
6546,276068,CONSORCIO SUPERVISOR LOS ANGELES,276068
6547,276087,CONSORCIO CARTAVINO,276087
6548,276089,CONSORCIO LOS LAURELES,276089
6549,276100,CONSORCIO VIAL SHIRAN,276100
6550,276102,CONSORCIO CHASQUI,276102
6551,276106,CONSORCIO CONSULTOR PCC,276106
6552,276119,CONSORCIO YACA,276119
6553,276126,SERVICIOS INTEGRALES MEGATEC E.I.R.L - NEGOCIOS IRVIMS E.I.R.L,276126
6554,276127,CONSORCIO INGENIERIA,276127
6555,276129,CONSORCIO SAPILLICA,276129
6556,276135,CONSORCIO CARRIZALILLO,276135
6557,276146,CONSORCIO JAQUIRA,276146
6558,276147,consorcio pacifico,276147
6559,276148,CONSORCIO VIKMAR S.A.C. y GRUPO VIKMAR S.A.C.,276148
6560,276149,CONSORCIO SAN RAMON,276149
6561,276155,PALLARCITO,276155
6562,276167,CONSORCIO WINNERS,276167
6563,276171,CONSORCIO SUR,276171
6564,276177,CONSORCIO INFINITY CODE,276177
6565,276179,CONSORCIO EJECUTOR LIMA,276179
6566,276183,CONSORCIO OVA,276183
6567,276184,CONSORCIO PANTACHI SUR,276184
6568,276186,CONSORCIO LOS ANDES,276186
6569,276193,CONSORCIO YANAPACCHA,276193
6570,276197,CONSORCIO HUMBOLT,276197
6571,276202,CONSORCIO CALLES 2018,276202
6572,276204,CONSORCIO TORRE,276204
6573,276208,CONSORCIO LOS ALAMOS,276208
6574,276213,CONSORCIO HOSPITALARIO ACD,276213
6575,276220,CONSORCIO ELECTRIFICACION,276220
6576,276228,CONSORCIO SAN MARTIN,276228
6577,276232,CONSORCIO PAMPAP,276232
6578,276233,CONSORCIO INTEGRAL,276233
6579,276234,CONSORCIO AVENDIAS 2018,276234
6580,276244,CONSORCIO RIBEREÑA,276244
6581,276250,CONSORCIO SAN PEDRO,276250
6582,276253,CONSORCIO SAN MIGUEL,276253
6583,276259,CONSORCIO HIYESA,276259
6584,276261,CONSORCIO SAN ROMAN,276261
6585,276272,CONSORCIO M & L Y D & T GLOBAL SERVICE,276272
6586,276277,CONSORCIO HUAYLLAN,276277
6587,276279,CONSORCIO ATOJPAMPA,276279
6588,276283,CONSORCIO OBRAJILLO,276283
6589,276287,CONSORCIO NPI & ELORED,276287
6590,276290,CONSORCIO SANTIAGO,276290
6591,276292,CONSORCIO PRIMAVERA,276292
6592,276297,CONSORCIO Y SERING CONSULTORES,276297
6593,276298,CONSORCIO MAFER,276298
6594,276299,CONSORCIO FORTALEZA,276299
6595,276309,CONSORCIO TIP Y SERING CONSULTORES,276309
6596,276314,CONSORCIO ÑUÑUNGAYOCCC,276314
6597,276315,HYH,276315
6598,276321,CONSORCIO AVEP ,276321
6599,276329,CONSORCIO SUPERVISOR PARAGUEDA,276329
6600,276333,CONSORCIO JERUSALEN,276333
6601,276334,"CONSORCIO ORCCOMA INTEGRADO POR CONTRATISTAS Y CONSULTORES MENDOZA S.R.L, MAGNO CONTRATISTAS GENERALES S.A.C.,  CONSTRUCTORA Y CONSULTORA OMP S.R.L.Y FORVEC PROJECTS EIRL.",276334
6602,276338,CONSORCIO conformado por INGENIERÍA Y SOLUCIONES ELÉCTRICAS S.A.C. - INSOELEC PERU S.A.C. e INDUSTRIAS ELECTROMECÁNICAS TERRY E.I.R.L.,276338
6603,276340,CONSORCIO YAPATERA,276340
6604,276344,CONSORCIO DE ALIMENTOS N  Y F,276344
6605,276346,CONSORCIO OBRAS CIVILES - SUPERVISA Y CONSTRUYE M & G S.A.C. ¿ DAYAN CONTRATISTAS SAC ,276346
6606,276356,ASOCIACION CIVIL KUSKA PURIRISUM SAN MATEO Y ASOCIACION CIVIL POOL ENRIQUE NUEVO HORIZONTE,276356
6607,276359,CONSORCIO VIAL SAN MARTIN ,276359
6608,276364,CONSORCIO SANTA ISABEL,276364
6609,276366,CONSORCIO FRONTERAS,276366
6610,276372,CONSORCIO PARIAMARCA,276372
6611,276374,GRUPO ELITES DEL NORTE S.A.C.-GRUPO CORPORATIVO VICMEL S.A.C.- VICMEL S.A.C.,276374
6612,276384,CONSORCIO JHYSEC,276384
6613,276395,CONSORCIO INTEGRACION,276395
6614,276397,EUROANDEX - CORPORACION INDUSTAGRI SAC,276397
6615,276400,CONSORCIO ZHEJIANG CHINT ELECTRICS CO LTD - CHINT LATAM PERU SAC,276400
6616,276404,CONSORCIO PRODELEC ,276404
6617,276407,CONSORCIO TUMBES,276407
6618,276410,CONSORCIO GHV,276410
6619,276420,CONSORCIO EQUIPAMIENTO TECNOLOGICO,276420
6620,276421,SAN LORENZO,276421
6621,276422,CONSORCIO NICOM,276422
6622,276423,QUIMICA SUISA S.A.C.-NOVO NORDISK PERU S.A.C.,276423
6623,276424,CONSORCIO CONFORMADO POR CONSTRUCTORA ROLANDS GRUPO EMPRESARIAL E.I.R.L. Y MARO INVERSIONES  EIRL,276424
6624,276425,Consorcio Huayo,276425
6625,276436,CONSORCIO LAS PALMAS DE HUAROCHIRI,276436
6626,276438,CONSORCIO GRUPO CORPALSA,276438
6627,276442,BIOIMAGEN SAC LAURA ROSA LOZANO CERRON,276442
6628,276444,Consorcio San Gaban,276444
6629,276446,CONSORCIO VIRU,276446
6630,276452,CONSORCIO GHV,276452
6631,276453,CONSORCIO SUR,276453
6632,276461,CONSORCIO GHV,276461
6633,276464,CONSORCIO EQUIPAMIENTO TECNOLOGICO,276464
6634,276474,CONSORCIO AREQUIPA,276474
6635,276475,CONSORCIO JHOSELYN,276475
6636,276478,GHV,276478
6637,276479,CONSORCIO FINACONT,276479
6638,276482,CONSORCIO ED & JI MULTISERVICIOS S.A.C. - CONSTRUCTORA E INMOBILIARIA VILMAR S.A.C. ,276482
6639,276485,CONSORCIO VIAL GAV - ATJ,276485
6640,276486,CONSORCIO AFE,276486
6641,276492,CONSORCIO CONSULTORES EN ENERGIA,276492
6642,276493,CONSORCIO EDUCATIVO  NIEVA,276493
6643,276500,CONSORCIO HENRIVAR,276500
6644,276511,CONSORCIO MAPFRE PERU COMPAÑIA DE SEGUROS Y REASEGUROS S.A. Y MAPFRE PERU VIDA COMPAÑIA DE SEGUROS Y REASEGUROS,276511
6645,276516,CONSORCIO SAN MARTIN,276516
6646,276519,CONSORCIO CONSTRUCCIONES Y SERVICIOS GENERALES,276519
6647,276520,CONSORCIO ATIPAMUY,276520
6648,276521,CONSORCIO GN,276521
6649,276525,CONSORCIO REAL,276525
6650,276529,JAIHUA,276529
6651,276531,CONSORCIO TORRES & MAYA,276531
6652,276534,CONSORCIO SAN MARTIN,276534
6653,276539,CONSORCIO PANRI,276539
6654,276541,CONSORCIO SANSON DORMIDO,276541
6655,276544,CONSORCIO SUPERVISOR LIBERTAD,276544
6656,276546,JL CORPORATION INTERNATIONAL E.I.R.L. - M&E SOLUCIONES Y SERVICIOS E.I.R.L.,276546
6657,276547,CONSORCIO MICAELA,276547
6658,276552,CONSORCIO ROMERAL.,276552
6659,276553,CONSORCIO HUAYTARA,276553
6660,276555,CONSORCIO ALTIPLANO,276555
6661,276556,CONSORCIO FIDEL OLIVAS,276556
6662,276558,CONSORCIO SANEAMIENTO CHURUMAZU,276558
6663,276561,HEBERT ALEX Y HEBERT EUSTAQUIO,276561
6664,276574,CONSORCIO SAN MARTIN,276574
6665,276576,SAN JOSE,276576
6666,276579,CONSORCIO GA,276579
6667,276580,CONSORCIO TICKETING 18 CONFORMADO POR TEKIA INGENIEROS DEL PERÚ S.A.C.  - TEKIA INGENIEROS S.A. ,276580
6668,276592,CONSORCIO YANAPAMPA,276592
6669,276598,CONSORCIO AO,276598
6670,276599,REPRESENTACIONES HOSPITALARIAS NACHACCOV EIRL Y MEDICAL ISVIL S.A.C,276599
6671,276603,CONSORCIO EJECUTOR ZARUMILLA,276603
6672,276612,CONSORCIO LAS CALANDRIAS,276612
6673,276617,CONSORCIO ANDAMARCA ,276617
6674,276618,CONSORCIO INGECONSULT,276618
6675,276621,CONSORCIO SAN CARLOS ,276621
6676,276628,CONSORCIO ACUARIO,276628
6677,276629,CONSORCIO CENTRAL,276629
6678,276631,CONSORCIO BENEFICENCIA,276631
6679,276632,CONSORCIO PUERTAS DEL SOL 5,276632
6680,276633,CONSORCIO VIRGEN DEL ROSARIO,276633
6681,276634,CONSORCIO CORICANCHA,276634
6682,276640,CONSORCIO MERCURIO,276640
6683,276644,CONSORCIO INDUSTRIAL,276644
6684,276651,CONSORCIO MALLANCOCA,276651
6685,276656,CONSORCIO JUVENTUD,276656
6686,276657,CONSORCIO ELÉCTRICO LOS ANDES ,276657
6687,276658,IBA-GENLOG,276658
6688,276662,CONSORCIO CATAC,276662
6689,276665,CONSORCIO SUPERVISOR JUNIN: JL VITTERI INGENIEROS SOCIEDAD ANONIMA CERRADA - CONSULTORA PERUANA DE INGENIERIA S.A.C.,276665
6690,276679,CONSORCIO QUIÑONES,276679
6691,276681,CONSORCIO ALEJANDRO,276681
6692,276682,CONSORCIO ACUARIO,276682
6693,276683,CONSORCIO UNION,276683
6694,276686,CONSORCIO CUYARA,276686
6695,276698,consorcio talavera,276698
6696,276700,Consorcio Rio Imaza,276700
6697,276705,CONSORCIO SANTA ROSA,276705
6698,276707,XCARET,276707
6699,276722,CONSORCIO ENERGIZADOS ,276722
6700,276723,SANCHEZ NUÑEZ MARIA FERNANDA - COFERSA EIRL,276723
6701,276725,CONSORCIO WITHMORY,276725
6702,276735,CONSORCIO CORA CORA,276735
6703,276738,CONSORCIO EHOLIK,276738
6704,276740,CONSORCIO JD,276740
6705,276742,CONSORCIO KFR INVERSIONES Y PEQUEÑOS ,276742
6706,276748,CONSORCIO SUPERVISOR YANUNA,276748
6707,276751,CONSORCIO RECREO,276751
6708,276758,TIP & SERING CONSULTORES,276758
6709,276772,CONSORCIO NUEVA ESPERANZA,276772
6710,276782,CONSORCIO EL DIAMANTE,276782
6711,276787,CONSORCIO AGUA BLANCA,276787
6712,276788,CONSORCIO VIAL BAYOVAR,276788
6713,276790,VISTA ALEGRE,276790
6714,276791,CONSORCIO INVERSIONES ALDABAS INMOBILIARIA BRICK AALEO INVERSIONES,276791
6715,276794,CONSORCIO YISRAEL,276794
6716,276795,CONSORCIO SUPERVISOR LANCONES,276795
6717,276812,CONSORCIO HUAMANTANGA,276812
6718,276813,CONSORCIO TIAHUNACO,276813
6719,276814,CONSORCIO LOS ANGELES,276814
6720,276816,TIP & SERING CONSULTORES,276816
6721,276817,CONSORCIO VICOS,276817
6722,276818,CONSORCIO EJECUTOR J&V,276818
6723,276821,CONSORCIO CAJAMARCA,276821
6724,276822,CONSORCIO DHANS,276822
6725,276823,CONSORCIO VIRGEN DE LAS NIEVES,276823
6726,276825,CONSORCIO YERBA SANTA,276825
6727,276831,CONSORCIO CELIA ROSA ANTONIO BRAVO - INNOVACIONES INDUSTRIALES RIPER S.A.,276831
6728,276833,CONSORCIO KENNOSUR,276833
6729,276835,CONSORCIO CHAKAPUNCO,276835
6730,276842,CONSORCIO CHIMBOTE,276842
6731,276843,CONSORCIO JATUMPATA,276843
6732,276846,CONSORCIO ALLBA,276846
6733,276847,BIOCARDIO S.A.C. - BIOIMAGEN SAC,276847
6734,276856,CONSORCIO EL MILAGRO,276856
6735,276862,CONSORCIO CAPELO,276862
6736,276863,CONSORCIO LA HUERTA,276863
6737,276872,CONSORCIO RIOJA,276872
6738,276873,CONSORCIO ADEC,276873
6739,276874,CONSORCIO SUNAMPE,276874
6740,276878,CONSORCIO PALCA,276878
6741,276886,CONSORCIO VILLANUEVA ,276886
6742,276887,CONSORCIO PAN DE AZUCAR,276887
6743,276890,CONSORCIO T y T,276890
6744,276892,CONSORCIO PURHUAY,276892
6745,276893,CONSORCIO SUPERVISOR RIO SOCOTINO,276893
6746,276903,CONSORCIO LA DEHEZA,276903
6747,276908,CONSORCIO MIRAFLORES III,276908
6748,276920,CONSORCIO AMORE,276920
6749,276921,CONSORCIO DEL SUR,276921
6750,276939,CONSORCIO MASIN,276939
6751,276944,CONSORCIO EL LATINO,276944
6752,276948,CONSORCIO VIRGEN DEL CARMEN,276948
6753,276951,CONSORCIO SANTA CRUZ,276951
6754,276953,alfredo orlando rejas untiveros - vda consulting s.a.c.,276953
6755,276957,CONSORCIO PRIMAVERA,276957
6756,276965,CONSORCIO SUPERVISOR CAJAMARCA,276965
6757,276974,CONSORCIO ROCOTALES,276974
6758,276982,CONSORCIO ESPERANZA,276982
6759,276993,CONSORCIO YUNGAY,276993
6760,276996,CONSORCIO SUPERVISOR ATUMPAMPA,276996
6761,276998,CONSORCIO MASIN,276998
6762,277002,CONSORCIO G Y L ,277002
6763,277009,CONSORCIO SANBER (SANBER SAC Y CONTRATISTAS GENERALES GRUPO QUIRA S.C.R.L.),277009
6764,277010,CONSORCIO J&K INGENIEROS,277010
6765,277012,CONSORCIO IGESCO,277012
6766,277022,CONSORCIO TORREPAMPA,277022
6767,277030,CONSORCIO EDUCACION,277030
6768,277031,CONSORCIO SUR ANDINO,277031
6769,277042,CONSORCIO JOSRAL Y MLE ,277042
6770,277044,CONSORCIO QUILMANA,277044
6771,277048,CONSORCIO PACIFICO,277048
6772,277063,CONSORCIO CAMINITOS,277063
6773,277064,CONSORCIO COFAMET SRL- INGENIEROS Y SOLUCIONES SRL,277064
6774,277065,CONSORCIO MATICHICO,277065
6775,277068,CONSORCIO FIDES,277068
6776,277071,CONSORCIO GD GROUP INGENIERIA,277071
6777,277081,CONSORCIO PAVIMENTACION SEPAHUA,277081
6778,277085,CONSORCIO SAN JOSE,277085
6779,277090,CONSORCIO GUADALUPE,277090
6780,277094,DETALLE CORPORATIVO EIRL - BHM INDUSTRIAL EIRL,277094
6781,277096,CONSORCIO J6G INVERSIONES PERU S.A.C. - GOLDEN MEDICAL TECH S.A.C.,277096
6782,277098,CONSORCIO GUADALUPE,277098
6783,277104,CONSORCIO DEL SUR,277104
6784,277106,CONSORCIO PUCAYACU TOCACHE,277106
6785,277109,CONSORCIO PALACES,277109
6786,277114,CONSORCIO LAS VEGAS,277114
6787,277116,CONSORCIO MESANA,277116
6788,277119,CONSORCIO CAJAS,277119
6789,277135,CONSORCIO AGUAS DEL NORTE,277135
6790,277136,CONSORCIO SUPERVISOR EL PARCO,277136
6791,277144,CONSORCIO PUERTO,277144
6792,277146,CONSORCIO BELLAVISTA,277146
6793,277147,CONSORCIO WISHLLAC,277147
6794,277152,CONSORCIO HUALGAYOC,277152
6795,277154,CONSORCIO MAQUINARIAS PASCO,277154
6796,277155,CONSORCIO HUARMEY - A,277155
6797,277158,CONSORCIO TUNASPATAC,277158
6798,277168,CONSORCIO TEXAO,277168
6799,277174,CONSORCIO QUELLEPAMPA,277174
6800,277176,CONSORCIO CUSCO,277176
6801,277181,CONSORCIO YAULI,277181
6802,277182, CONSORCIO JSS POCITOS,277182
6803,277185,CONSORCIO SUPERVISOR HUANCANE,277185
6804,277187,CONSORCIO LULUGUA AMAZONAS,277187
6805,277188,CONSORCIO APURIMAC,277188
6806,277190,DE LA CRUZ,277190
6807,277197,CONSORCIO VIRGEN DEL ROSARIO,277197
6808,277202,INVERSIONES CENTERO PERU E.I.R.L. - NEGOCIOS IRVIMS E.I.R.L.,277202
6809,277204,CONSORCIO SOL DE INCA,277204
6810,277224,CONSORCIO SAN CRISTOBAL DE TAMBO,277224
6811,277225,PALACIO,277225
6812,277228,CONSORCIO APOLONIO MORENO,277228
6813,277229,CONSORCIO EFAHL SECURITY S.A.C MABE SERVICE´S SRL,277229
6814,277233,CONSORCIO CCACCASIRI,277233
6815,277239,CONSORCIO DAYANN BRIGH EIRL - LAURIANO GARCIA IDROGO,277239
6816,277242,CONSORCIO BOINAS DORADAS SAC - MORGAN DEL ORIENTE SAC,277242
6817,277244,CONSORCIO PAVIMENTOS DEL NORTE,277244
6818,277249,CONSORCIO SANTO DOMINGO,277249
6819,277253,CONSORCIO RELOJ DE CAMPANA,277253
6820,277254,CONSORCIO EVA Z SECURITY SAC - SWAT SECURITY CONTRACTOR SAC - WORD SECURITY AND SERVICES SAC,277254
6821,277258,EPPS IMA,277258
6822,277259,CONSORCIO SUPERVISOR PORVENIR ,277259
6823,277263,CONSORCIO INTI,277263
6824,277266,CONSORCIO LOS GERANIOS,277266
6825,277267,SANCHEZ NUÑEZ MARIA FERNANDA - COFERSA EIRL,277267
6826,277268,CONSORCIO NUEVA VIDA,277268
6827,277272,CONSORCIO MAXIMA SEGURIDAD ATENAS SAC - WORKING MEN SECURITY SCRL,277272
6828,277273,CONSORCIO CORPORACION EMPRESARIAL C y Z SAC - MAXIMA SEGURIDAD ATENAS SAC,277273
6829,277275,CONSORCIO HALCONES SECURITY DEL PACIFICO SAC - CONTROL VIGILANCIA INTEGRAL MAX SRL,277275
6830,277276,CONSORCIO M&D BUSINESS MANAGEMENT SAC - SERVICIOS DE RECUPERACIONES PROCURADURIA Y AFINES SAC,277276
6831,277277,CONSORCIO YAGUAS,277277
6832,277283,CONSORCIO INGECORP,277283
6833,277284,CONSORCIO SUPERVISOR VIAL,277284
6834,277287,CONSORCIO NARANJITOS ,277287
6835,277288,CONSORCIO INVERSIONES EMPRESARIALES DEL NORTE SAC ¿ NET COMPUTER SRL,277288
6836,277290,CONSORCIO PRADA,277290
6837,277292,CONSORCIO PANAMERICANA,277292
6838,277299,CONSORCIO SECTOR N,277299
6839,277303,CONSORCIO SANTA FE,277303
6840,277307,CONSORCIO CUSCO,277307
6841,277308,CONSORCIO JM,277308
6842,277317,CONSORCIO OLAYA SANJINEZ DANNY FRANK Y GRAFICA COMERCIAL TITO EIRL,277317
6843,277322,CONSROCIO QUILLEYOC,277322
6844,277323,CONSORCIO SATIPO,277323
6845,277336,CONSORCIO SANTA ROSA,277336
6846,277338,CONSORCIO LAGUNILLAS,277338
6847,277340,CONSORCIO CONIN,277340
6848,277341,CONSORCIO INVERSIONES HUAMANGA,277341
6849,277349,CONSORCIO SAN MARTIN,277349
6850,277358,CONSORCIO INGENIERIA,277358
6851,277376,CONSORCIO VILCABAMBA,277376
6852,277383,CONSORCIO INTI,277383
6853,277386,CONSORCIO LOECHLE II,277386
6854,277389,CONSORCIO HUANCACHACA,277389
6855,277404,CONSORCIO VEMAEQUIP CORPVEES,277404
6856,277406,CONSORCIO ASIA,277406
6857,277410,CONSORCIO ORION,277410
6858,277417,CONSORCIO VIAL LOMAS GORDAS,277417
6859,277421,CONSORCIO HUANCAYO,277421
6860,277426,consorcio integrado por: COMERCIALIZADORA Y DISTRIBUIDORA OZKAR'S EIRL y  NOLBERTO IDROGO LIVAQUE ,277426
6861,277430,CONSORCIO PIRAMIDE,277430
6862,277442,CONSORCIO SAN MIGUEL,277442
6863,277444,CONSORCIO PIEDRA BLANCA,277444
6864,277449,CONSORCIO CAPAYA,277449
6865,277457,CONSORCIO SUPERVISOR TAURIJA,277457
6866,277459,CONSORCIO SUPERVISION HUARANHUAY,277459
6867,277466,CONSORCIO ORO VERDE,277466
6868,277471,CONSORCIO SANTA ROSA,277471
6869,277473,CONSORCIO CASA BLANCA,277473
6870,277480,CONSORCIO SAN MIGUEL,277480
6871,277484,ADRIEL,277484
6872,277493,CONSORCIO VISTA ALEGRE,277493
6873,277502,CONSORCIO IBC,277502
6874,277521,CONSORCIO ZEUS INVERSIONES,277521
6875,277523,CONSORCIO GIRASOL,277523
6876,277525,CONSORCIO QUIMICA SUIZA S.A.C. - MERCK SHARP  DOHME PERU S.R.L.,277525
6877,277530,CONSORCIO QUIMICA SUIZA S.A.C. - ASTRAZENECA PERU S.A.,277530
6878,277532,CONSORCIO PROSAR,277532
6879,277535,CONSORCIO CHECCHE,277535
6880,277541,CONSORCIO VIAL PORTUGAL,277541
6881,277546,CONSORCIO COYONA,277546
6882,277549,CONSORCIO SUPERVISOR WKO,277549
6883,277550,CONSORCIO CELESTIAL,277550
6884,277552,CONSORCIO ITUATA,277552
6885,277554,consorcio alhu,277554
6886,277556,CONSORCIO MIRANDA & AMADO ¿ PRO NATURALEZA ¿ GEA GESTION PARA LA SOSTENIBILIDAD S.A.C.,277556
6887,277559,CONSORCIO CORAL,277559
6888,277565,CONSORCIO NACIONAL,277565
6889,277568, CONSORCIO RUPECO,277568
6890,277582,CONSORCIO UCHUMAYO,277582
6891,277584,CONSORCIO SUPERVISOR NORTE,277584
6892,277588,CONSORCIO JC,277588
6893,277592,CONSORCIO METROLOGIA LAB SAC - BIOTELC SAC,277592
6894,277593,CONSORCIO CPS-DAYAN,277593
6895,277595,CONSORCIO ALTA INGENIERIA,277595
6896,277599,CONSORCIO ALTO PERU,277599
6897,277600,CONSORCIO MOLINOS,277600
6898,277601,GRD,277601
6899,277619,CONSORCIO PORTUGAL,277619
6900,277620,CONSORCIO CORPORACION,277620
6901,277624,CONSORCIO SOL NACIENTE,277624
6902,277626,CONSORCIO JR INGENIEROS ,277626
6903,277628,SALUD UNICA,277628
6904,277630,CONSORCIO ADRIPISA,277630
6905,277633,CONSORCIO ASCENSORES DEL CENTRO,277633
6906,277636,CONSORCIO ARES,277636
6907,277640,CONSORCIO CURIMANA,277640
6908,277646,CONSORCIO AFING ,277646
6909,277650,CONSORCIO INMACULADA CONCEPCION,277650
6910,277651,CONSORCIO JAZMIN,277651
6911,277657,CONSORCIO FLAMIVI,277657
6912,277659,CONSORCIO ALTO CUMBAZA,277659
6913,277664,CONSORCIO MENDOZA ,277664
6914,277676,CONSORCIO SANTO DOMINGO,277676
6915,277693,CONSORCIO CERPAQUINO,277693
6916,277697,CONSORCIO SOLUCIONES INTEGRALES,277697
6917,277699,CONSORCIO HUAYIBAMBA,277699
6918,277708,CONSORCIO G M,277708
6919,277733,CONSORCIO SUPERVISION NUEVO BAMBAMARCA,277733
6920,277737,CONSORCIO SUPERVISION SAN ANTONIO,277737
6921,277740,CONSORCIO SICAN,277740
6922,277741,CONSORCIO GESTION INGENIERIA  conformado : JORGE LUIS FIGUEROA ORIHUELA Y JACO DESIGN & CONSTRUCTION S.A.C,277741
6923,277745,ACOPARA,277745
6924,277749,CONSORCIO MARIATEGUI,277749
6925,277751,CONSORCIO LOS ANDES,277751
6926,277752,CONSORCIO JUAN VALER,277752
6927,277753,CONSORCIO EJECUTOR DE PIURA,277753
6928,277754,CONSORCIO SAYRE,277754
6929,277758,CONSORCIO INTI,277758
6930,277764,CONSORCIO SAN ANTONIO,277764
6931,277768,CONSORCIO ANANEA,277768
6932,277771,CONSORCIO ILLAHUASI,277771
6933,277773,CONSORCIO ROMER,277773
6934,277775,CONSORCIO ARIMEL,277775
6935,277778,CONSORCIO MILAN,277778
6936,277780,CONSORCIO CHIMBANGO,277780
6937,277788,CONSORCIO LIBERTAD,277788
6938,277792,CONSORCIO SUPERVISION VIAL AYAUCA,277792
6939,277804,Consorcio Vial Balsas,277804
6940,277808,CONSORCIO EL PAPAYO,277808
6941,277813,CONSORCIO J & A,277813
6942,277821,CONSORCIO YAHUANDUZ,277821
6943,277822,CONSORCIO SUPERVISION PTB,277822
6944,277829,CONSORCIO SUPERVISOR G&Y,277829
6945,277832,CONSORCIO SANTA ROSA,277832
6946,277836,MAPFRE PERU COMPAÑIA DE SEGUROS Y REASEGUROS S.A.  Y  MAPFRE PERU VIDA DE SEGUROS Y REASEGUROS ,277836
6947,277842,CONSORCIO QUEROPAMPA,277842
6948,277845,CONSORCIO MARKA JIRKA,277845
6949,277846,CONSORCIO FORTALEZA,277846
6950,277848,CONSORCIO JIRCAHUAYI,277848
6951,277850,CONSORCIO LOS PARQUES,277850
6952,277851,CONSORCIO QUEROBAMBA,277851
6953,277854,CONSORCIO SUPERVISOR INGENIERIA,277854
6954,277858,ESTEMIN,277858
6955,277861,Consorcio Tecknotron S.A.C. ¿ Isem S.R.L.,277861
6956,277864,CONSORCIO INGENIERÍA Y CONSTRUCCIÓN ,277864
6957,277869,CONSORCIO TIMPACOCHA,277869
6958,277870,CONSORCIO SAN JUDAS TADEO,277870
6959,277877,CONSORCIO SUPERVISOR SAN FELIPE,277877
6960,277879,CONSORCIO EL ARENAL ,277879
6961,277885,GENESIS KATHERINE SOTO OBREGON E INVERSIONES GENERALES M&S SAC,277885
6962,277889,CONSORCIO M&L,277889
6963,277891,IDIOMAS,277891
6964,277892,CONSORCIO TEXTIL DELGADO ,277892
6965,277895,CONSORCIO EL VALLE,277895
6966,277900,CONSORCIO TORATA,277900
6967,277904,CONSORCIO AFING,277904
6968,277905,CONSORCIO CHICLAYO,277905
6969,277909,CONSORCIO AMERICAN NETWORK COMMUNICATIONS S.A.C. ORGANIZACION Y LOGISTICA S.A.C.,277909
6970,277912,CONSORCIO INGENIERIA,277912
6971,277915,CONSORCIO CONTUMAZA,277915
6972,277923,CONSORCIO ROCOSO,277923
6973,277925,CONSORCIO ARGUEDAS,277925
6974,277926,CONSORCIO SAPALACHE,277926
6975,277928,CONSORCIO PEÑA BLANCA,277928
6976,277929,CONSORCIO HUANCAY-CHIRIMOYO,277929
6977,277931,CONSORCIO SAN JUAN,277931
6978,277932,CONSORCIO TACTICAL EQUIPMENT,277932
6979,277934,CONSORCIO VIA CINCO,277934
6980,277935,CONSORCIO UCAYALI,277935
6981,277936,CONSORCIO CONSTRUCTOR JAEN,277936
6982,277937,CONSORCIO HUARMACA,277937
6983,277938,CONSORCIO SUPERVISOR COTABAMBAS: CHUNG Y TONG INGENNIEROS S.A.C.-SANCHEZ MAYORA JUAN ERNESTO ROMUALDO,277938
6984,277944,CONSORCIO CONSTRUCTOR DEL SUR,277944
6985,277948,CONSORCIO WARI,277948
6986,277950,SUPERVISOR BELLAVISTA,277950
6987,277952,CONSORCIO CHICLAYO,277952
6988,277953,CONSORCIO CHOPCCAPAMPA,277953
6989,277955,CONSORCIO RCR CONSULTORES SAC Y CORPORACION OPTIMICE SAC,277955
6990,277969,CONSORCIO CCV CONSTRUCTORES,277969
