,CodPro,CodCta,NomPro,PaisPro,DepPro,ProvPro,DisPro,RegPro
11030,10709467579,10709467579,CCALLOCUNTO ROCHA ROSA MARIA JUSTINA,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
11031,10709475229,10709475229,VELA FLORES JUNIOR,PERU,UCAYALI,PADRE ABAD,PADRE ABAD,Proveedor de Bienes
11032,10709765847,10709765847,FLORES RAMOS SANDRA AMELIA,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
11033,10710167023,10710167023,VILLANUEVA DE LA CRUZ KOKI RILDO,PERU,HUANCAVELICA,HUANCAVELICA,ASCENCION,Proveedor de Bienes
11034,10710252438,10710252438,QUINTANILLA VELAZCO DANERI ANA,PERU,PUNO,PUNO,PUNO,Proveedor de Servicios
11035,10710319664,10710319664,SAENZ SILVA IRVIN JHOEL,PERU,CAJAMARCA,CONTUMAZA,GUZMANGO,Proveedor de Bienes
11036,10710319672,10710319672,SAENZ SILVA LEYSER EMIGDIO,PERU,CAJAMARCA,CONTUMAZA,GUZMANGO,Proveedor de Servicios
11037,10710577299,10710577299,FLORES CHARAJA ERIKA EDITH,PERU,PUNO,SAN ROMAN,JULIACA,Proveedor de Bienes
11038,10710630637,10710630637,NEYRA SANTUR MELER SADAN,PERU,PIURA,PIURA,CASTILLA,Proveedor de Servicios
11039,10710752635,10710752635,MALPARTIDA PENIA NATALY ROSARIO,PERU,PASCO,OXAPAMPA,OXAPAMPA,Proveedor de Servicios
11040,10710978099,10710978099,NINANYA MARTEL LUIGI HAROLD,PERU,JUNIN,HUANCAYO,EL TAMBO,Proveedor de Bienes
11041,10711030269,10711030269,MORALES ORE RUTH JENNY,PERU,AYACUCHO,HUAMANGA,AYACUCHO,Proveedor de Bienes
11042,10711034027,10711034027,CISNEROS VILLACORTA LUIS DANIEL DE JESUS,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
11043,10711168651,10711168651,CRUZ TRELLES EDWIN,PERU,AREQUIPA,AREQUIPA,CAYMA,Proveedor de Servicios
11044,10711234328,10711234328,CHAVEZ MOSTACERO ELA BANY,PERU,CAJAMARCA,CONTUMAZA,CONTUMAZA,Proveedor de Servicios
11045,10711400261,10711400261,RUIZ HUALPA DIANA CAROLINA,PERU,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Proveedor de Bienes
11046,10711935113,10711935113,ANYOSA TITO LIZBETH,PERU,JUNIN,SATIPO,RIO NEGRO,Proveedor de Servicios
11047,10711991391,10711991391,ORTIZ DAZA LESSLY CATHERINE,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
11048,10712167381,10712167381,SUAREZ SUMARAN LUIS BRITALDO,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
11049,10712219284,10712219284,CALDERON LLANOS YANINA MADRID,PERU,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,Proveedor de Servicios
11050,10712262511,10712262511,GAVILAN ROJAS MADYNES ILEITHS,PERU,JUNIN,CHANCHAMAYO,CHANCHAMAYO,Proveedor de Servicios
11051,10712306632,10712306632,MENDOZA YOVERA HANS JEAN PIERRE                                                                     ,PERU,TUMBES,TUMBES,TUMBES,Proveedor de Servicios
11052,10712391010,10712391010,CAMPOS DE LA CRUZ IRIS DEL CARMEN,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
11053,10712449417,10712449417,SALAS BECERRA ANDREA LISSET,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Servicios
11054,10712456944,10712456944,GARCIA HUAZO FRANZ NEWTON,PERU,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Proveedor de Servicios
11055,10712522297,10712522297,NEIRA CRUZADO KAREN ESTEFANY,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
11056,10712536735,10712536735,PEREZ VILLAVICENCIO JUNIOR ROBERTO,PERU,JUNIN,HUANCAYO,EL TAMBO,Proveedor de Bienes
11057,10712669344,10712669344,NUNIEZ LIMAQUISPE JHON JAVIER,PERU,AYACUCHO,LA MAR,AYNA,Proveedor de Bienes
11058,10712699634,10712699634,CERPA CANALES EDWARD MARTIN,PERU,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Proveedor de Bienes
11059,10712761585,10712761585,GOICOCHEA LUGO SERGIO ANDRE,PERU,LIMA,LIMA,LURIGANCHO,Proveedor de Servicios
11060,10713114877,10713114877,BECERRA CHAUCA NAYSHA YAMILET,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
11061,10713465025,10713465025,ECHABAUDIS ESPINOZA JANET,PERU,HUANCAVELICA,HUANCAVELICA,YAULI,Proveedor de Bienes
11062,10713504535,10713504535,CHUJUTALLI AMARINGO JOHN CUBER,PERU,AREQUIPA,CAYLLOMA,MAJES - VILLA EL PEDREGAL,Proveedor de Servicios
11063,10713514956,10713514956,AZA BUSTAMANTE JOAN SERAPIO,PERU,JUNIN,YAULI,SANTA ROSA DE SACCO,Proveedor de Servicios
11064,10713922132,10713922132,ALVARADO TOLENTINO KELWIN ZENON,PERU,ANCASH,HUARAZ,HUARAZ,Proveedor de Bienes
11065,10714078211,10714078211,MONTERO INGA JOSEPH MARLON,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
11066,10714288356,10714288356,ASENCIOS MIRANDA KELLER ANTONY,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Bienes
11067,10714367299,10714367299,WEEPIU BARRIENTOS JHEWERSON KEVIN,PERU,SAN MARTIN,RIOJA,SAN FERNANDO,Proveedor de Servicios
11068,10714398836,10714398836,CORTEZ PANTA MILAGROS ALESSANDRA,PERU,PIURA,SECHURA,VICE,Proveedor de Servicios
11069,10714449279,10714449279,AMARINGO LINARES YOLITA,PERU,ICA,ICA,ICA,Proveedor de Servicios
11070,10714625859,10714625859,APAZA LOPEZ PEDRO SAUL,PERU,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,Proveedor de Bienes
11071,10714667896,10714667896,CARHUAMACA VILLENA JEAN CARLOS,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Proveedor de Servicios
11072,10714710694,10714710694,SORIA MANOTUPA ERICK MIGUEL,PERU,CUSCO,CUSCO,WANCHAQ,Proveedor de Bienes
11073,10714744220,10714744220,CHAVEZ CASTILLO GISELA,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Bienes
11074,10714748101,10714748101,ZEGARRA QUINTEROS JOSUE LUIS,PERU,ICA,NAZCA,VISTA ALEGRE,Proveedor de Bienes
11075,10715051651,10715051651,MOALI OSORIO KEYSSI MELISA,PERU,PUNO,PUNO,PUNO,Proveedor de Bienes
11076,10715306714,10715306714,CHOCTALIN TUESTA ELEYSER,PERU,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Proveedor de Servicios
11077,10715308768,10715308768,CAPILLO PORTUGAL MARTIN MOISES,PERU,LIMA,HUAURA,SANTA MARIA,Ejecutor de Obras
11078,10715391665,10715391665,VELIT PUENTE RENZO MAURICIO,PERU,HUANCAVELICA,TAYACAJA,PAMPAS,Proveedor de Servicios
11079,10715615865,10715615865,CALCINA MENDOZA FREDY,PERU,CUSCO,CUSCO,WANCHAQ,Proveedor de Bienes
11080,10715639195,10715639195,CRUZ CALCINA JHON JUNIOR,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Bienes
11081,10715644342,10715644342,MILLA JARA ISABEL TEREZA,PERU,ANCASH,YUNGAY,MATACOTO,Proveedor de Servicios
11082,10715658823,10715658823,CHUMBE PINEDO MANUEL ABRAHAM,PERU,LORETO,LORETO,NAUTA,Proveedor de Bienes
11083,10715690034,10715690034,PINCHI RUIZ RICHARD EDWAR,PERU,SAN MARTIN,SAN MARTIN,TARAPOTO,Proveedor de Servicios
11084,10715748326,10715748326,CAHUAPAZA MOLINA EDITH CAROLINA,PERU,PUNO,SAN ROMAN,JULIACA,Proveedor de Bienes
11085,10716009861,10716009861,REATEGUI SALAS JUAN LUIS,PERU,SAN MARTIN,LAMAS,LAMAS,Proveedor de Servicios
11086,10716099071,10716099071,CUTIPA HUARANCCA VIOLETA AZUCENA,PERU,CUSCO,LA CONVENCION,SANTA ANA,Proveedor de Bienes
11087,10716190302,10716190302,VILLEGAS FLORES YESSENIA MELLINA,PERU,LIMA,LIMA,INDEPENDENCIA,Proveedor de Servicios
11088,10716248815,10716248815,CHURQUIPA YANQUI YEISON HERBERT,PERU,PUNO,PUNO,PUNO,Proveedor de Bienes
11089,10716452404,10716452404,HILARES SALCEDO ROSMERY,PERU,APURIMAC,ABANCAY,ABANCAY,Proveedor de Servicios
11090,10716584122,10716584122,OBREGON YUPANQUI MIRIAN ESTEFANI,PERU,APURIMAC,ANDAHUAYLAS,TALAVERA,Proveedor de Servicios
11091,10716934387,10716934387,SARTORI TORRES VICTOR MARX,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Proveedor de Servicios
11092,10716959321,10716959321,CATARI CCASA KAREN INGRID,PERU,CUSCO,CUSCO,WANCHAQ,Proveedor de Servicios
11093,10717113948,10717113948,CHALLCO CASTILLO KAREN YAHAIDA,PERU,CUSCO,CUSCO,SAN SEBASTIAN,Proveedor de Servicios
11094,10717143898,10717143898,LEON MEDINA KELVING CARLOS,PERU,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Proveedor de Bienes
11095,10717183962,10717183962,JESUS PAUCARPURA HEINZ PAUL,PERU,JUNIN,JAUJA,JAUJA,Proveedor de Bienes
11096,10717192953,10717192953,BARRA TAKAHASHI FERNANDO HIROSHI,PERU,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Proveedor de Servicios
11097,10717276502,10717276502,ROQUE RODRIGUEZ VERONICA JULISSA,PERU,ANCASH,HUARAZ,HUARAZ,Proveedor de Bienes
11098,10717291668,10717291668,REATEGUI SAAVEDRA NILDA JULISSA,PERU,SAN MARTIN,SAN MARTIN,TARAPOTO,Proveedor de Bienes
11099,10717307335,10717307335,RIVERA CHAVEZ JEFERSON,PERU,CUSCO,CUSCO,WANCHAQ,Proveedor de Bienes
11100,10717532916,10717532916,URQUIA FLORES MICHAEL JESUS,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
11101,10717754021,10717754021,CALDAS NIETO ELMO LUIS,PERU,HUANUCO,HUANUCO,AMARILIS,Proveedor de Servicios
11102,10717773255,10717773255,NIAHUI CUEVA JOSELYN YESSICA,PERU,PASCO,OXAPAMPA,VILLA RICA,Proveedor de Servicios
11103,10717815012,10717815012,CALDERON LOYAGA MEDALY JUDHY,PERU,LA LIBERTAD,TRUJILLO,TRUJILLO,Proveedor de Bienes
11104,10717829218,10717829218,MARQUINA FERNANDEZ GABRIEL FELIPE,PERU,LIMA,LIMA,EL AGUSTINO,Proveedor de Servicios
11105,10717835421,10717835421,YUCRA FIGUEROA NOLVERTO ORLANDO,PERU,AYACUCHO,LA MAR,SAMUGARI,Proveedor de Servicios
11106,10717901709,10717901709,CHAVEZ MOSCOSO MARIA RUTH,PERU,AREQUIPA,ISLAY,ISLAY,Proveedor de Servicios
11107,10717984728,10717984728,TORRES CALDERON SOLEDAD,PERU,CUSCO,CHUMBIVILCAS,COLQUEMARCA,Proveedor de Bienes
11108,10717990248,10717990248,GUEVARA GARCIA DEYSI,PERU,LA LIBERTAD,PACASMAYO,SAN JOSE,Proveedor de Servicios
11109,10717999181,10717999181,CANO DIAZ FERNANDA VANESSA,PERU,TACNA,TACNA,TACNA,Proveedor de Servicios
11110,10718020854,10718020854,QUINIE GALVEZ AXEL ALEJANDRO,PERU,SAN MARTIN,SAN MARTIN,TARAPOTO,Proveedor de Servicios
11111,10718027662,10718027662,GARCIA CHIHUANHUAYLLA MARIO,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
11112,10718482866,10718482866,JIMENEZ FERREL YENNY,PERU,APURIMAC,ABANCAY,ABANCAY,Proveedor de Servicios
11113,10718488252,10718488252,SOLANO GAMONAL ERICK ALADINO,PERU,SAN MARTIN,BELLAVISTA,BELLAVISTA,Proveedor de Bienes
11114,10718492951,10718492951,LEZAMA CCOYA FLOR EUSEBIA,PERU,CUSCO,CUSCO,WANCHAQ,Proveedor de Servicios
11115,10718707361,10718707361,QUISPE APAZA ROXANA,PERU,CUSCO,CUSCO,WANCHAQ,Proveedor de Servicios
11116,10718708970,10718708970,CISNEROS SANDOVAL WARREN PEIKER,PERU,SAN MARTIN,TOCACHE,NUEVO PROGRESO,Proveedor de Bienes
11117,10718723448,10718723448,HERRERA LAURENCIO JOSE FELICIANO,PERU,HUANUCO,HUANUCO,PILCO MARCA,Proveedor de Servicios
11118,10718737821,10718737821,MANCHEGO GAMONAL KARL LEWIS,PERU,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,Proveedor de Bienes
11119,10718740121,10718740121,ANTEZANA ESCOBAR ANDERSON SMITH,PERU,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Proveedor de Bienes
11120,10718791150,10718791150,VILCHEZ MARIN MERLI,PERU,LAMBAYEQUE,CHICLAYO,LA VICTORIA,Proveedor de Servicios
11121,10718859137,10718859137,ALOSILLA GARCIA NOE PAUL,PERU,CUSCO,CALCA,YANATILE,Proveedor de Servicios
11122,10718891251,10718891251,APOLINARIO REYES CARLA YISELA,PERU,JUNIN,SATIPO,SATIPO,Proveedor de Bienes
11123,10718939840,10718939840,DE LA CRUZ MOLERO ALESSANDRA KATIUSKA,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
11124,10719089378,10719089378,AGUINAGA AYEN JOSE FERREOL,PERU,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,Proveedor de Bienes
11125,10719107988,10719107988,TEXEIRA RIPALDA JOAO REGINALDO,PERU,UCAYALI,CORONEL PORTILLO,CALLERIA,Proveedor de Servicios
11126,10719213851,10719213851,ESCOBAR QUISPE KAROLL SHARMELLY,PERU,CUSCO,CUSCO,SAN SEBASTIAN,Proveedor de Bienes
11127,10719242494,10719242494,MALPARTIDA CAJAS DENNIS FRANKLIN,PERU,HUANUCO,HUANUCO,HUANUCO,Proveedor de Bienes
11128,10719278235,10719278235,MARTINEZ BUSTOS ENGHELS ROMINCH,PERU,ANCASH,POMABAMBA,HUAYLLAN,Proveedor de Servicios
11129,10719300613,10719300613,PALACIOS CARRASCO LOURDES ANDREA,PERU,PIURA,PIURA,PIURA,Proveedor de Bienes
11130,10719379392,10719379392,ZLATAR FIORINI VANESSA,PERU,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Proveedor de Servicios
11131,10719452910,10719452910,SACACA MASCO FRANKLIN,PERU,PUNO,SAN ANTONIO DE PUTINA,ANANEA,Proveedor de Bienes
11132,10719482053,10719482053,GALVEZ BACA MIGUEL ANGEL,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,VENTANILLA,Proveedor de Servicios
11133,10719512921,10719512921,DONAYRE PENIA ANA PATRICIA,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
11134,10719525895,10719525895,ORUE CRUZ ALEXANDER,PERU,CUSCO,LA CONVENCION,SANTA ANA,Proveedor de Servicios
11135,10719604311,10719604311,REQUENA DIAZ NAYSHIA BECKI,PERU,CUSCO,LA CONVENCION,SANTA ANA,Proveedor de Servicios
11136,10719673177,10719673177,SANTACRUZ DIAZ EDER CLADER,PERU,LIMA,LIMA,PUENTE PIEDRA,Proveedor de Servicios
11137,10719830311,10719830311,RIMAC MALLQUI ORLANDO ROYTER,PERU,ANCASH,HUARI,SAN MARCOS,Proveedor de Servicios
11138,10719855046,10719855046,BASTIDAS MARAVI ALVARO NICANOR,PERU,JUNIN,CHUPACA,CHUPACA,Consultor de Obras
11139,10719870819,10719870819,FAILOC ROJAS VIRGILIO EFRAIN,PERU,LAMBAYEQUE,CHICLAYO,LA VICTORIA,Proveedor de Bienes
11140,10719883864,10719883864,PALMA GALA ALEX ALFONSO,PERU,JUNIN,HUANCAYO,PILCOMAYO,Proveedor de Bienes
11141,10719925915,10719925915,CANTERO RADO MARCO ANTONIO,PERU,CUSCO,CUSCO,CUSCO,Proveedor de Servicios
11142,10719933179,10719933179,NAVARRO BERNA ROSMEL MICHAEL,PERU,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Proveedor de Servicios
11143,10719953293,10719953293,HUAYLLANI AGUILAR BLAZ CYDER,PERU,CUSCO,CANCHIS,SICUANI,Proveedor de Bienes
11144,10720020829,10720020829,DE LA CRUZ TABOADA ALBERT DIEGO,PERU,LA LIBERTAD,OTUZCO,OTUZCO,Proveedor de Servicios
11145,10720074635,10720074635,ECHABAUTIS ATAUCUSI EMILY JULISSA,PERU,JUNIN,HUANCAYO,CHILCA,Proveedor de Servicios
11146,10720149163,10720149163,CARLOS LLACMA ROGER,PERU,CUSCO,ESPINAR,ESPINAR,Proveedor de Servicios
11147,10720159622,10720159622,IVALA YAURICASA YONATHAN,PERU,ICA,ICA,ICA,Proveedor de Bienes
11148,10720290095,10720290095,DELGADO PANDURO MINNELLI CORINNE,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,BELLAVISTA,Proveedor de Bienes
11149,10720300694,10720300694,DE PAZ ROBLES JORDAN KEVYN,PERU,ANCASH,SANTA,NEPENA,Proveedor de Servicios
11150,10720319883,10720319883,TORRES LANDA KEMY ANDRES,PERU,PASCO,OXAPAMPA,PUERTO BERMUDEZ,Proveedor de Bienes
11151,10720471642,10720471642,CORNEJO CHURA ERNESTO JHUNIOR,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
11152,10720511075,10720511075,GUIDINO GONZALES RODOLFO,PERU,PIURA,PAITA,PAITA,Proveedor de Servicios
11153,10720816640,10720816640,ECHABAUTIS ATAUCUSI FLOR IRALIA,PERU,HUANCAVELICA,TAYACAJA,PAMPAS,Proveedor de Bienes
11154,10721028165,10721028165,HERNANDEZ AVILA KELVIN DEYVI,PERU,SAN MARTIN,TOCACHE,TOCACHE,Proveedor de Servicios
11155,10721452374,10721452374,REQUENA CARRASCO JEAN PIERRE,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
11156,10721456477,10721456477,MOROTE LARICO GINA FIORELLA,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Servicios
11157,10721686821,10721686821,MAMANI CALISAYA KID,PERU,PUNO,PUNO,ACORA,Proveedor de Servicios
11158,10721701897,10721701897,PILLCO CUSIYUPANQUI DENNIS,PERU,CUSCO,CALCA,LAMAY,Proveedor de Bienes
11159,10721704748,10721704748,AYALA GONZALES MARA ALEJANDRA,PERU,LIMA,CANIETE,SAN VICENTE DE CANIETE,Proveedor de Servicios
11160,10721787473,10721787473,ALVAREZ BARZOLA JUDITH KEIKO,PERU,SAN MARTIN,TOCACHE,TOCACHE,Proveedor de Servicios
11161,10721805978,10721805978,JIMENEZ SILVA BRUNO TIBALDO,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
11162,10721806362,10721806362,INGA MARTEL ANDY MARCIAL,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
11163,10721809931,10721809931,HARO ROMERO CRISIA GERALDINE,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
11164,10721879891,10721879891,QUIROZ AVALOS JORGE AMADO,PERU,LA LIBERTAD,TRUJILLO,LA ESPERANZA,Proveedor de Bienes
11165,10721882182,10721882182,CENTENO SAIRITUPA ARTURO JIMMY,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
11166,10721889713,10721889713,IPARRAGUIRRE MURRIETA ANGEL EDUARDO,PERU,LA LIBERTAD,TRUJILLO,LA ESPERANZA,Proveedor de Servicios
11167,10721902426,10721902426,SOLORZANO YABAR LUZ MAYRA,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
11168,10721993294,10721993294,KCOMT CABREJO ANA MEILING,PERU,PIURA,PIURA,PIURA,Proveedor de Servicios
11169,10722055701,10722055701,PANDURO RUIZ DIEGO BERTI,PERU,UCAYALI,CORONEL PORTILLO,CALLERIA,Proveedor de Servicios
11170,10722070530,10722070530,JIMENEZ CONTRERAS JHORDY KEVIN,PERU,APURIMAC,ABANCAY,ABANCAY,Proveedor de Servicios
11171,10722075442,10722075442,VERA ZEGARRA ANDY EMANUEL,PERU,PIURA,PIURA,VICE,Proveedor de Servicios
11172,10722089826,10722089826,CORAL ALEGRE MARIA ELENA,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
11173,10722146862,10722146862,MUNIOZ PINTO JOSE MIGUEL,PERU,AREQUIPA,AREQUIPA,SOCABAYA,Proveedor de Servicios
11174,10722155918,10722155918,MEZA AGUIRRE JUNIOR ELVIS,PERU,LIMA,LIMA,COMAS,Proveedor de Servicios
11175,10722295515,10722295515,MARINO HUAMAN DANAE HAYDEE,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
11176,10722450227,10722450227,CAIRAMPOMA CONTRERAS EFRAIN RAUL,PERU,JUNIN,JAUJA,HUAMALI,Proveedor de Bienes
11177,10722453510,10722453510,ORELLANA COLQUE MARCO ANTONIO,PERU,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Proveedor de Servicios
11178,10722520969,10722520969,CORTES RONCAGLIOLO CARLOS ALBERTO,PERU,HUANUCO,HUANUCO,AMARILIS,Proveedor de Bienes
11179,10722535800,10722535800,TORRES MARCANIAUPA VILMA,PERU,HUANCAVELICA,ANGARAES,LIRCAY,Proveedor de Bienes
11180,10722535818,10722535818,TORRES MARCANIAUPA ROSA MARIA,PERU,HUANCAVELICA,ANGARAES,LIRCAY,Proveedor de Servicios
11181,10722629090,10722629090,SARMIENTO LAGOS JENNIFER XIOMARA,PERU,ICA,ICA,PARCONA,Proveedor de Bienes
11182,10722637734,10722637734,GARCIA SOLIER MAXIMO,PERU,LIMA,LIMA,LURIGANCHO,Proveedor de Servicios
11183,10722675652,10722675652,HUAIRA NIAVINCOPA NILTON CESARIO,PERU,HUANCAVELICA,ANGARAES,LIRCAY,Proveedor de Bienes
11184,10722789241,10722789241,MARTINEZ PEREZ CINTHIA LIZETH,PERU,ICA,CHINCHA,GROCIO PRADO,Proveedor de Bienes
11185,10722809012,10722809012,MAMANI MAMANI YESSICA,PERU,PUNO,EL COLLAO,ILAVE,Proveedor de Servicios
11186,10722878642,10722878642,SOLSOL ROBLES ANGELINA RUTH,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
11187,10722949574,10722949574,CUADROS RAMOS JADIRA MAVISA,PERU,JUNIN,SATIPO,RIO TAMBO,Proveedor de Bienes
11188,10723064169,10723064169,MAMANI GOMEZ OSMEL,PERU,CUSCO,CUSCO,CUSCO,Proveedor de Bienes
11189,10723170678,10723170678,NAVARRO CARMEN DIEGO ALONZO,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
11190,10723186086,10723186086,SANCHEZ VIZCAYA ALESSANDRO FRANCISCO,PERU,HUANUCO,HUANUCO,HUANUCO,Proveedor de Servicios
11191,10723277782,10723277782,NECIOSUP VERA CARMEN STEFANY,PERU,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,Proveedor de Servicios
11192,10723538641,10723538641,DEL AGUILA ABAD CESAR ANDRE,PERU,UCAYALI,CORONEL PORTILLO,CALLERIA,Proveedor de Servicios
11193,10723592556,10723592556,MINIANO PEREZ CHRISTY LORENA,PERU,LA LIBERTAD,TRUJILLO,EL PORVENIR,Consultor de Obras
11194,10723597264,10723597264,DOMINGUEZ MEL NICOLAS IAN,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Servicios
11195,10723674676,10723674676,SIBINA SAAVEDRA GABRIELA,PERU,LORETO,MAYNAS,IQUITOS,Proveedor de Servicios
11196,10724057344,10724057344,ROJAS PEREZ EVELYN JUANA,PERU,AYACUCHO,HUAMANGA,AYACUCHO,Proveedor de Servicios
11197,10724072203,10724072203,MIRANDA API MAURICIO ENRIQUE,PERU,ANCASH,SANTA,CHIMBOTE,Proveedor de Servicios
11198,10724233461,10724233461,ODICIO ASTON BETALLELUZ LADY AURA,PERU,JUNIN,HUANCAYO,HUANCAYO,Proveedor de Bienes
11199,10724406306,10724406306,GRIJALVA GASTELU VANESSA ERIKA,PERU,LIMA,LIMA,LURIGANCHO,Proveedor de Servicios
11200,10724448955,10724448955,JACO RIVERA EVILSON,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Proveedor de Servicios
11201,10724495031,10724495031,RIVERA ESPINOZA JOSE ALEXANDER,PERU,JUNIN,HUANCAYO,HUANCAYO,Proveedor de Bienes
11202,10724602181,10724602181,SANTA CRUZ VALDERRAMA RUTH NELLY,PERU,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Proveedor de Bienes
11203,10724634988,10724634988,SANTANA FLORES MARCIO ESTEBAN,PERU,LIMA,LIMA,EL AGUSTINO,Proveedor de Servicios
11204,10724648954,10724648954,BURNEO CASTRO JENNIFER KATHERINE DE LOS MILAGROS,PERU,PIURA,PIURA,CATACAOS,Proveedor de Servicios
11205,10724677857,10724677857,CARBAJAL TIBURCIO JUDITH MARIBEL,PERU,LA LIBERTAD,TRUJILLO,TRUJILLO,Proveedor de Bienes
11206,10724806541,10724806541,QUISPE REYES LUIS ENRIQUE,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
11207,10724872889,10724872889,QUIROZ DAVILA ANTHONI MANUEL,PERU,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,Proveedor de Servicios
11208,10724887495,10724887495,PICHILINGUE PRINCIPE ROSARIO CRISTELL,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Servicios
11209,10724997347,10724997347,SERRANO RUIZ LUIS EMILIO,PERU,CUSCO,CUSCO,WANCHAQ,Proveedor de Servicios
11210,10725096173,10725096173,RAMIREZ TINEO LALY ANAVELA,PERU,PIURA,HUANCABAMBA,HUARMACA,Proveedor de Bienes
11211,10725277461,10725277461,POLO LOPEZ CARLOS GUILLERMO,PERU,UCAYALI,CORONEL PORTILLO,YARINACOCHA,Proveedor de Servicios
11212,10725411605,10725411605,CCORIMANYA ALMANZA FIORELA,PERU,CUSCO,CUSCO,SANTIAGO,Proveedor de Bienes
11213,10725434087,10725434087,AGUIRRE PERALTA ALEJANDRA LIZBETH,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
11214,10725472663,10725472663,ARREA SANCHEZ KRESLIN DEL CARMEN,PERU,LIMA,LIMA,ATE,Proveedor de Bienes
11215,10725599931,10725599931,RICALDI CASAS CARLOS ALBERTO,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Bienes
11216,10725639410,10725639410,TINTA MAMANI JUAN CARLOS,PERU,AREQUIPA,AREQUIPA,AREQUIPA,Proveedor de Servicios
11217,10725649148,10725649148,FLORES SAAVEDRA CLAUDIA VALERIA,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
11218,10725657906,10725657906,CHIPANA APAZA EDINSON RONALD,PERU,PUNO,SAN ROMAN,JULIACA,Proveedor de Bienes
11219,10726086376,10726086376,ALE MAURICIO DIEGO ANDRE,PERU,LIMA,LIMA,CHORRILLOS,Proveedor de Servicios
11220,10726292804,10726292804,NIETO GUTIERREZ WENDY CAROLINA,PERU,LIMA,LIMA,ATE,Proveedor de Servicios
11221,10726305337,10726305337,ALCALA REYES STEPHANIE GAEL,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
